desc,carbs,fat,fiber,protein,pps
"Dunkin Turkey, Cheddar & Bacon Ciabatta Sandwich",47.00,17.00,2.00,26.00,11.80
Dunkin Waffle Breaded Chicken Tenders,19.00,15.00,0.00,19.00,7.70
Jimmy Johns Beach Club® Unwich Lettuce Wrap,7.00,38.00,1.00,30.00,13.20
Jimmy Johns Beach Club® on Wheat,71.00,43.00,6.00,45.00,22.50
Jimmy Johns Beach Club® on French Bread,81.00,40.00,6.00,45.00,22.80
Jimmy Johns Big John Unwich Lettuce Wrap,1.00,21.00,0.00,14.00,6.80
Jimmy Johns Big John on French Bread,55.00,23.00,4.00,25.00,13.90
Jimmy Johns Big John on Wheat,65.00,26.00,5.00,29.00,16.10
Jimmy Johns Billy Club® Unwich Lettuce Wrap,4.00,32.00,0.00,32.00,11.60
Jimmy Johns Billy Club® on Wheat,68.00,37.00,5.00,47.00,20.90
Jimmy Johns Billy Club® on French Bread,78.00,34.00,5.00,47.00,21.20
Jimmy Johns Bootlegger Club® Unwich Lettuce Wrap,2.00,22.00,0.00,28.00,8.50
Jimmy Johns Bootlegger Club® on Wheat,66.00,27.00,5.00,43.00,17.70
Jimmy Johns Bootlegger Club® on French Bread,76.00,24.00,5.00,43.00,18.10
Jimmy Johns Club Lulu® Unwich Lettuce Wrap,2.00,30.00,0.00,26.00,10.30
Jimmy Johns Club Lulu® on Wheat,66.00,35.00,5.00,41.00,19.60
Jimmy Johns Club Lulu® on French Bread,76.00,33.00,5.00,41.00,20.20
Jimmy Johns Club Tuna® Unwich Lettuce Wrap,9.00,51.00,2.00,41.00,17.70
Jimmy Johns Club Tuna® on Wheat,73.00,56.00,7.00,56.00,27.00
Jimmy Johns Club Tuna® on French Bread,83.00,54.00,7.00,56.00,27.60
Jimmy Johns Country Club® Unwich Lettuce Wrap,5.00,29.00,0.00,32.00,10.90
Jimmy Johns Country Club® on Wheat,69.00,34.00,5.00,47.00,20.20
Jimmy Johns Country Club® on French Bread,79.00,32.00,5.00,47.00,20.80
Jimmy Johns Gourmet Smoked Ham Club Unwich Lettuce Wrap,6.00,30.00,0.00,28.00,10.90
Jimmy Johns Gourmet Smoked Ham Club on Wheat,70.00,35.00,5.00,43.00,20.20
Jimmy Johns Gourmet Smoked Ham Club on French Bread,80.00,33.00,5.00,43.00,20.80
Jimmy Johns Gourmet Veggie Club® Unwich Lettuce Wrap,8.00,55.00,1.00,32.00,17.90
Jimmy Johns Gourmet Veggie Club® on Wheat,72.00,60.00,6.00,47.00,27.10
Jimmy Johns Gourmet Veggie Club® on French Bread,82.00,58.00,6.00,47.00,27.70
Jimmy Johns Hunter's Club® Unwich Lettuce Wrap,2.00,33.00,0.00,36.00,12.00
Jimmy Johns Hunter's Club® on Wheat,66.00,38.00,5.00,51.00,21.30
Jimmy Johns Hunter's Club® on French Bread,76.00,36.00,5.00,51.00,21.90
Jimmy Johns Italian Night Club® Unwich Lettuce Wrap,4.00,49.00,0.00,29.00,15.70
Jimmy Johns Italian Night Club® on Wheat,72.00,54.00,5.00,44.00,25.40
Jimmy Johns Italian Night Club® on French Bread,82.00,52.00,5.00,44.00,26.00
Jimmy Johns JJ BLT Unwich Lettuce Wrap,1.00,30.00,0.00,12.00,8.90
Jimmy Johns JJ BLT on French Bread,55.00,32.00,4.00,23.00,16.00
Jimmy Johns JJ BLT on Wheat,65.00,35.00,5.00,27.00,18.20
Jimmy Johns Pepe Unwich Lettuce Wrap,4.00,29.00,0.00,18.00,9.50
Jimmy Johns Pepe on French Bread,58.00,31.00,4.00,29.00,16.70
Jimmy Johns Pepe on Wheat,68.00,34.00,5.00,33.00,18.80
Jimmy Johns Slim 1 Ham & Cheese Unwich Lettuce Wrap,3.00,11.00,0.00,18.00,4.80
Jimmy Johns Slim 1 Ham & Cheese on Wheat,66.00,16.00,5.00,33.00,14.00
Jimmy Johns Slim 1 Ham & Cheese on French Bread,76.00,13.00,5.00,33.00,14.30
Jimmy Johns Slim 2 Roast Beef Unwich Lettuce Wrap,0.00,3.00,0.00,14.00,2.10
Jimmy Johns Slim 2 Roast Beef on Wheat,63.00,8.00,5.00,29.00,11.20
Jimmy Johns Slim 2 Roast Beef on French Bread,73.00,6.00,5.00,29.00,11.80
Jimmy Johns Slim 3 Tuna salad Unwich Lettuce Wrap,5.00,33.00,2.00,25.00,11.20
Jimmy Johns Slim 3 Tuna salad on Wheat,68.00,38.00,7.00,40.00,20.30
Jimmy Johns Slim 3 Tuna salad on French Bread,78.00,36.00,7.00,40.00,20.90
Jimmy Johns Slim 4 Turkey breast Unwich Lettuce Wrap,1.00,1.00,0.00,14.00,1.70
Jimmy Johns Slim 4 Turkey breast on Wheat,64.00,6.00,5.00,29.00,10.80
Jimmy Johns Slim 4 Turkey breast on French Bread,74.00,3.00,5.00,29.00,11.20
"Jimmy Johns Slim 5 Salami, capicola, cheese Unwich Lettuce Wrap",2.00,21.00,0.00,19.00,7.40
"Jimmy Johns Slim 5 Salami, capicola, cheese on Wheat",65.00,26.00,5.00,34.00,16.50
"Jimmy Johns Slim 5 Salami, capicola, cheese on French Bread",75.00,23.00,5.00,34.00,16.90
Jimmy Johns Slim 6 Double provolone Unwich Lettuce Wrap,2.00,18.00,0.00,16.00,6.30
Jimmy Johns Slim 6 Double provolone on Wheat,65.00,23.00,5.00,31.00,15.50
Jimmy Johns Slim 6 Double provolone on French Bread,75.00,21.00,5.00,31.00,16.10
Jimmy Johns The J.J. Gargantuan® Unwich Lettuce Wrap,9.00,53.00,0.00,57.00,19.90
Jimmy Johns The J.J. Gargantuan® on Wheat,73.00,58.00,5.00,72.00,29.10
Jimmy Johns The J.J. Gargantuan® on French Bread,83.00,55.00,5.00,72.00,29.50
Jimmy Johns Totally Tuna Unwich Lettuce Wrap,7.00,33.00,2.00,25.00,11.40
Jimmy Johns Totally Tuna on French Bread,61.00,35.00,6.00,36.00,18.50
Jimmy Johns Totally Tuna on Wheat,71.00,38.00,7.00,40.00,20.70
Jimmy Johns Turkey Tom Unwich Lettuce Wrap,2.00,19.00,0.00,14.00,6.40
Jimmy Johns Turkey Tom on French Bread,56.00,21.00,4.00,25.00,13.50
Jimmy Johns Turkey Tom on Wheat,66.00,24.00,5.00,29.00,15.70
Jimmy Johns Ultimate Porker™ Unwich Lettuce Wrap,2.00,19.00,0.00,14.00,6.40
Jimmy Johns Ultimate Porker™ on French Bread,56.00,20.00,4.00,25.00,13.30
Jimmy Johns Ultimate Porker™ on Wheat,66.00,24.00,5.00,29.00,15.70
Jimmy Johns Vegetarian Unwich Lettuce Wrap,6.00,37.00,1.00,16.00,11.50
Jimmy Johns Vegetarian on French Bread,60.00,39.00,5.00,27.00,18.70
Jimmy Johns Vegetarian on Wheat,70.00,42.00,6.00,31.00,20.80
Jimmy Johns Vito Unwich Lettuce Wrap,6.00,30.00,0.00,19.00,10.10
Jimmy Johns Vito on French Bread,60.00,32.00,4.00,30.00,17.20
Jimmy Johns Vito on Wheat,70.00,35.00,5.00,34.00,19.40
Jimmy Johns Regular Coke,64.00,0.00,0.00,0.00,7.00
Jimmy Johns Large Coke,91.00,0.00,0.00,0.00,10.00
Jimmy Johns Dasani Water,0.00,0.00,0.00,0.00,0.00
Jimmy Johns Regular Diet Coke,0.00,0.00,0.00,0.00,0.00
Jimmy Johns Large Diet Coke,0.00,0.00,0.00,0.00,0.00
Jimmy Johns Regular Dr Pepper,65.00,0.00,0.00,0.00,7.10
Jimmy Johns Large Dr Pepper,92.00,0.00,0.00,0.00,10.10
Jimmy Johns Regular Sprite,63.00,0.00,0.00,0.00,6.90
Jimmy Johns Large Sprite,89.00,0.00,0.00,0.00,9.80
Jimmy Johns BBQ Jimmy Chips,17.00,9.00,0.00,2.00,4.40
Jimmy Johns Chocolate Chunk Cookie,62.00,18.00,1.00,5.00,11.80
Jimmy Johns Jalapeno Chips,18.00,7.00,1.00,2.00,3.90
Jimmy Johns Spear Pickle,1.00,0.00,1.00,0.00,0.00
Jimmy Johns Whole Pickle,4.00,0.00,4.00,1.00,0.20
Jimmy Johns Raisin Oatmeal Cookie,65.00,16.00,4.00,7.00,11.60
Jimmy Johns Regular Chips,18.00,8.00,0.00,2.00,4.20
Jimmy Johns Sea Salt & Vinegar Chips,16.00,8.00,0.00,2.00,4.00
Jimmy Johns Thinny Chips,19.00,5.00,2.00,2.00,3.40
KFC Extra Crispy Chicken- Breast,16.00,33.00,0.00,39.00,13.80
KFC Extra Crispy Chicken- Drumstick,5.00,10.00,0.00,12.00,4.20
KFC Extra Crispy Chicken- Thigh,10.00,24.00,0.00,20.00,9.10
KFC Extra Crispy Chicken- Whole Wing,6.00,13.00,0.00,12.00,5.10
KFC Grilled Chicken- Breast,0.00,7.00,0.00,40.00,5.50
KFC Grilled Chicken- Drumstick,0.00,4.00,0.00,13.00,2.20
KFC Grilled Chicken- Thigh,0.00,10.00,0.00,19.00,4.30
KFC Grilled Chicken- Whole Wing,1.00,5.00,0.00,10.00,2.30
KFC Original Recipe Chicken- Breast,11.00,21.00,0.00,34.00,9.70
KFC Original Recipe Chicken- Drumstick,3.00,7.00,0.00,11.00,3.10
KFC Original Recipe Chicken- Thigh,7.00,17.00,0.00,17.00,6.70
KFC Original Recipe Chicken- Whole Wing,3.00,7.00,0.00,11.00,3.10
KFC Original Recipe Chicken-Breast without skin or breading,2.00,4.00,0.00,31.00,4.10
KFC Spicy Crispy- Breast,12.00,25.00,1.00,38.00,11.20
KFC Spicy Crispy- Drumstick,5.00,10.00,0.00,11.00,4.10
KFC Spicy Crispy- Thigh,13.00,27.00,1.00,17.00,9.80
KFC Spicy Crispy- Whole Wing,6.00,12.00,0.00,11.00,4.80
KFC Apple Turnover,33.00,12.00,2.00,2.00,6.70
KFC Café Valley Bakery Chocolate Chip Cake,39.00,15.00,1.00,4.00,8.40
KFC Café Valley Bakery Lemon Cake,28.00,11.00,0.00,2.00,6.10
KFC Café Valley Bakery® Mini Chocolate Chip Cake,49.00,12.00,1.00,3.00,8.60
KFC Café Valley Bakery® Mini Lemon Cake,43.00,13.00,0.00,3.00,8.30
KFC Oreo Cookies and Crème Pie Slice,34.00,16.00,1.00,3.00,8.00
KFC Reese's Peanut Butter Pie Slice,31.00,19.00,1.00,5.00,8.70
KFC Sweet Life Chocolate Chip Cookie,21.00,8.00,1.00,2.00,4.50
KFC Sweet Life Oatmeal Raisin Cookie,22.00,6.00,1.00,2.00,4.10
KFC Colonel's Buttery Spread,0.00,4.00,0.00,0.00,1.00
KFC Country Fried Steak with Peppered White Gravy,23.00,27.00,2.00,12.00,10.40
KFC Country Fried Steak without Peppered White Gravy,19.00,25.00,2.00,12.00,9.40
KFC Creamy Ranch Dipping Sauce Cup,1.00,15.00,0.00,0.00,4.00
KFC HBBQ Dipping Sauce Cup,9.00,0.00,0.00,0.00,1.00
KFC Honey Mustard Dipping Sauce Cup,6.00,10.00,0.00,0.00,3.20
KFC Honey Sauce Packet,8.00,0.00,0.00,0.00,0.90
KFC KFC Gizzards,15.00,11.00,1.00,11.00,5.40
KFC KFC Livers,11.00,10.00,0.00,11.00,4.80
KFC Sweet and Sour Dipping Sauce Cup,12.00,0.00,0.00,0.00,1.30
KFC Kids Popcorn Chicken Nuggets,19.00,19.00,1.00,13.00,8.10
KFC Large Popcorn Chicken Nuggets,39.00,39.00,2.00,27.00,16.60
KFC Chicken Littles® Go Cup,58.00,33.00,4.00,18.00,16.20
KFC Chicken Pot Pie,66.00,45.00,3.00,29.00,21.20
KFC Extra Crispy™ Tenders Go Cup,46.00,28.00,4.00,26.00,14.30
KFC Fiery Buffalo Hot Wings™ Go Cup,50.00,28.00,3.00,15.00,13.80
KFC HBBQ Hot Wings™ Go Cup,58.00,28.00,3.00,15.00,14.70
KFC Hot Wings™ Go Cup,45.00,27.00,3.00,15.00,13.00
KFC KFC Famous Bowls-Mashed Potato with Gravy,74.00,31.00,6.00,26.00,18.00
KFC Popcorn Chicken Nuggets Go Cup,53.00,32.00,4.00,18.00,15.40
KFC Snack-Size Bowl,26.00,13.00,1.00,12.00,7.20
KFC Caesar Side Salad without Dressing & Croutons,2.00,2.00,1.00,3.00,0.90
KFC Crispy Chicken BLT Salad without Dressing,18.00,19.00,4.00,30.00,9.30
KFC Crispy Chicken Caesar Salad without Dressing & Croutons,16.00,18.00,3.00,28.00,8.70
KFC Heinz Buttermilk Ranch Dressing,1.00,17.00,0.00,0.00,4.50
KFC Hidden Valley The Original Ranch Fat Free Dressing,8.00,0.00,0.00,1.00,1.00
KFC House Side Salad without Dressing,3.00,0.00,1.00,1.00,0.30
KFC KFC Creamy Parmesan Caesar Dressing,4.00,26.00,0.00,2.00,7.30
KFC Marzetti Light Italian Dressing,2.00,1.00,0.00,0.00,0.50
KFC Parmesan Garlic Croutons Pouch,8.00,3.00,0.00,1.00,1.70
KFC Chicken Little,24.00,19.00,1.00,14.00,8.70
KFC Chicken Little w/o Sauce,24.00,8.00,1.00,14.00,5.90
KFC Colonel's Original Sandwich,41.00,20.00,3.00,25.00,11.70
KFC Crispy Twister,52.00,33.00,3.00,28.00,16.50
KFC Crispy Twister without Sauce,51.00,20.00,3.00,28.00,13.10
KFC Doublicious with Original Recipe Filet,40.00,25.00,2.00,32.00,13.60
KFC Honey BBQ Sandwich,47.00,4.00,3.00,24.00,8.20
KFC Bacon Ranch Dipping Sauce Cup,1.00,15.00,0.00,0.00,4.00
KFC BBQ Baked Beans,41.00,2.00,8.00,8.00,5.10
KFC Biscuit,23.00,8.00,1.00,4.00,4.90
KFC Cole Slaw,20.00,10.00,2.00,1.00,4.70
"KFC Corn on the Cob (3"")",16.00,1.00,2.00,2.00,2.00
KFC Creamy Buffalo Dipping Sauce Cup,2.00,7.00,0.00,0.00,2.00
KFC Creamy Buffalo Dipping Sauce Cup,2.00,7.00,0.00,0.00,2.00
KFC Finger Lickin' Good™ Dipping Sauce Cup,5.00,12.00,0.00,1.00,3.70
KFC Gravy (with Bites),7.00,3.00,0.00,1.00,1.60
KFC Green Beans,4.00,0.00,2.00,1.00,0.40
KFC KFC Cornbread Muffin,28.00,9.00,0.00,3.00,5.70
KFC Macaroni and Cheese,19.00,7.00,1.00,5.00,4.30
KFC Mashed Potatoes with Gravy,19.00,4.00,1.00,2.00,3.20
KFC Mashed Potatoes without Gravy,15.00,3.00,1.00,2.00,2.50
KFC Orange Ginger Dipping Sauce Cup,11.00,0.00,0.00,0.00,1.20
KFC Potato Wedges,35.00,15.00,2.00,4.00,7.90
KFC Sweet Kernel Corn,21.00,1.00,2.00,3.00,2.70
KFC Extra Crispy™ Tenders (1) - Kids,6.00,7.00,1.00,11.00,3.40
KFC Extra Crispy™ Tenders (2),11.00,13.00,2.00,22.00,6.40
KFC Extra Crispy™ Tenders (3),17.00,20.00,3.00,33.00,9.80
KFC Fiery Buffalo Hot Wings (1),5.00,4.00,0.00,4.00,1.90
KFC HBBQ Hot Wings (1),8.00,4.00,0.00,4.00,2.30
KFC Hot Wings (1),4.00,4.00,0.00,4.00,1.80
Little Caesars 3 Meat Treat Pizza,32.00,17.00,2.00,16.00,9.20
Little Caesars Bacon Wrapped Crust Deep! Deep! Dish Pizza,41.00,23.00,0.00,20.00,12.20
Little Caesars Deep! Deep! Dish Cheese Pizza,38.00,15.00,2.00,15.00,9.20
Little Caesars Deep! Deep! Dish Pepperoni Pizza,38.00,18.00,2.00,16.00,10.10
Little Caesars Cheese Extramostbestest Thin Crust Pizza,19.00,14.00,1.00,12.00,6.70
Little Caesars Pepperoni Extramostbestest Thin Crust Pizza,19.00,17.00,1.00,12.00,7.50
Little Caesars Hot-N-Ready Cheese Pizza,32.00,9.00,1.00,12.00,6.80
Little Caesars Hot-N-Ready ExtraMostBestest Pizza,31.00,13.00,2.00,15.00,8.00
Little Caesars Hot-N-Ready Pepperoni Pizza,32.00,11.00,2.00,14.00,7.50
Little Caesars Hula Hawaiian w/ Canadian Bacon and Ham Pizza,35.00,9.00,2.00,15.00,7.40
Little Caesars Hula Hawaiian w/ Pineapple and Ham Pizza,35.00,9.00,2.00,15.00,7.40
Little Caesars Soft Pretzel Crust Pepperoni Pizza,31.00,11.00,1.00,11.00,7.20
Little Caesars Stuffed Crust DEEP!DEEP!™ Dish Pizza,39.00,14.00,2.00,16.00,9.20
Little Caesars Ultimate Supreme Pizza,33.00,13.00,2.00,15.00,8.20
Little Caesars Veggie Pizza,33.00,10.00,2.00,13.00,7.20
Little Caesars BBQ,2.00,17.00,0.00,0.00,4.60
Little Caesars Buffalo,2.00,10.00,0.00,0.00,2.80
Little Caesars Buffalo Ranch,2.00,17.00,0.00,0.00,4.60
Little Caesars Buttery Garlic,0.00,14.00,0.00,0.00,3.60
Little Caesars Cheezy Jalapeno,2.00,15.00,0.00,1.00,4.20
Little Caesars Crazy Bread,15.00,3.00,1.00,3.00,2.60
Little Caesars Crazy Sauce,10.00,0.00,1.00,2.00,1.20
Little Caesars Italian Cheese Bread,13.00,6.00,1.00,6.00,3.40
Little Caesars Pepperoni Cheese Bread,13.00,8.00,1.00,6.00,4.00
Little Caesars Ranch,2.00,18.00,0.00,1.00,4.90
Little Caesars BBQ Wings,3.00,5.00,0.00,6.00,2.20
Little Caesars Buffalo Hot Wings,0.00,5.00,0.00,6.00,1.80
Little Caesars Buffalo Mild Wings,0.00,5.00,0.00,6.00,1.80
Little Caesars Garlic Parmesan Wings,1.00,7.00,0.00,6.00,2.50
Little Caesars Lemon Pepper Wings,0.00,8.00,0.00,6.00,2.60
Little Caesars Oven Roasted Wings,0.00,5.00,0.00,5.00,1.70
Little Caesars Spicy BBQ Wings,1.00,5.00,0.00,6.00,1.90
Little Caesars Teriyaki Wings,1.00,5.00,0.00,6.00,1.90
Popeyes Bonafide Mild Chicken Breast,16.00,27.00,2.00,35.00,11.80
Popeyes Bonafide Mild Chicken Leg,5.00,9.00,1.00,14.00,4.10
Popeyes Bonafide Mild Chicken Thigh,7.00,21.00,1.00,14.00,7.40
Popeyes Bonafide Mild Chicken Wing,8.00,14.00,1.00,13.00,5.60
Popeyes Bonafide Spicy Chicken Breast,13.00,27.00,3.00,33.00,11.20
Popeyes Bonafide Spicy Chicken Leg,5.00,10.00,1.00,13.00,4.20
Popeyes Bonafide Spicy Chicken Thigh,8.00,18.00,1.00,14.00,6.70
Popeyes Bonafide Spicy Chicken Wing,8.00,14.00,1.00,13.00,5.60
Popeyes Coke,59.00,0.00,0.00,0.00,6.50
Popeyes Diet Coke,0.00,0.00,0.00,0.00,0.00
Popeyes Diet Pepsi,0.00,0.00,0.00,0.00,0.00
Popeyes Dr Pepper,68.00,0.00,0.00,0.00,7.50
Popeyes Fanta Orange,80.00,0.00,0.00,0.00,8.80
Popeyes Fanta Strawberry,80.00,0.00,0.00,0.00,8.80
Popeyes Hawaiian Punch,43.00,0.00,0.00,0.00,4.70
Popeyes Mountain Dew,77.00,0.00,0.00,0.00,8.40
Popeyes Pepsi,70.00,0.00,0.00,0.00,7.70
Popeyes Sprite,56.00,0.00,0.00,0.00,6.10
Popeyes Sweet Tea,45.00,0.00,0.00,0.00,4.90
Popeyes Unsweetened Tea,0.00,0.00,0.00,0.00,0.00
Popeyes Bacon Biscuit,37.00,25.00,3.00,8.00,11.00
Popeyes Chicken Biscuit,47.00,26.00,1.00,17.00,13.30
Popeyes Coffee,0.00,0.00,0.00,0.00,0.00
Popeyes Egg & Sausage Biscuit,43.00,45.00,1.00,20.00,18.00
Popeyes Egg Biscuit,41.00,29.00,1.00,13.00,13.10
Popeyes Grits,80.00,5.00,7.00,5.00,9.90
Popeyes Hashbrowns,41.00,20.00,4.00,3.00,9.60
Popeyes Orange Juice,33.00,0.00,0.00,2.00,3.80
Popeyes Sausage & Gravy Biscuit,42.00,33.00,3.00,10.00,13.70
Popeyes Sausage Biscuit,41.00,36.00,1.00,13.00,14.80
Popeyes Chicken Blackened Tenders (3 Pcs),2.00,2.00,0.00,26.00,3.10
Popeyes Chicken Mild Tenders (3pcs),26.00,14.00,1.00,27.00,8.90
Popeyes 4 Piece Chicken Nuggets,10.00,9.00,1.00,7.00,4.00
Popeyes 6 Piece Chicken Nuggets,14.00,14.00,1.00,11.00,6.10
Popeyes Chicken Spicy Tenders (3 Pcs),16.00,15.00,2.00,28.00,8.00
Popeyes Hot Cinnamon Apple Pie,40.00,6.00,2.00,3.00,6.00
Popeyes Hot Sweet Potato Pie,41.00,19.00,2.00,4.00,9.60
Popeyes Mardi Gras Cheesecake,32.00,19.00,1.00,4.00,8.70
Popeyes Mississippi Mud Pie,51.00,7.00,2.00,3.00,7.50
Popeyes Sliced Pecan Pie,52.00,21.00,1.00,4.00,11.40
Popeyes Blackened Bbq Chicken Po' Boy,49.00,7.00,2.00,24.00,9.20
Popeyes Chicken & Sausage Jambalaya,20.00,11.00,1.00,10.00,5.90
Popeyes Chicken Livers,65.00,80.00,6.00,54.00,32.20
Popeyes Chicken Po' Boy,61.00,34.00,3.00,31.00,18.00
Popeyes Loaded Chicken Wrap,33.00,13.00,3.00,14.00,8.00
Popeyes Shrimp Po' Boy,66.00,42.00,5.00,42.00,21.50
Popeyes Butterfly Shrimp (8 Shrimp),21.00,17.00,3.00,12.00,7.50
Popeyes Catfish Fillet,27.00,29.00,1.00,21.00,12.30
Popeyes Popcorn Shrimp,28.00,9.00,3.00,11.00,6.20
Popeyes Barbeque,10.00,0.00,0.00,0.00,1.10
Popeyes Blackened Ranch,2.00,0.00,0.00,1.00,0.30
Popeyes Cocktail,6.00,0.00,0.00,0.00,0.70
Popeyes Creamy Horseradish,6.00,11.00,0.00,0.00,3.50
Popeyes Mardi Gras Mustard,5.00,8.00,1.00,1.00,2.60
Popeyes Ranch,3.00,15.00,0.00,0.00,4.20
Popeyes Sweet Heat,19.00,0.00,0.00,0.00,2.10
Popeyes Tartar Sauce,1.00,15.00,0.00,0.00,4.00
Popeyes Baguette,18.00,2.00,1.00,3.00,2.70
Popeyes Biscuit,26.00,15.00,2.00,4.00,6.90
Popeyes Regular Cajun Fries,30.00,14.00,2.00,3.00,7.00
Popeyes Large Cajun Fries,89.00,41.00,7.00,10.00,20.60
Popeyes Regular Cajun Rice,25.00,5.00,1.00,7.00,4.60
Popeyes Large Cajun Rice,75.00,15.00,3.00,21.00,13.80
Popeyes Cheddar Cheese Tortilla,21.00,5.00,1.00,3.00,3.80
Popeyes Regular Cole Slaw,19.00,15.00,2.00,1.00,5.90
Popeyes Large Cole Slaw,58.00,46.00,7.00,4.00,18.00
Popeyes Corn On The Cob,37.00,2.00,4.00,6.00,4.80
Popeyes Regular Green Beans,6.00,2.00,2.00,2.00,1.20
Popeyes Large Green Beans,18.00,5.00,3.00,6.00,3.60
Popeyes 1 Piece Jalapenos,1.00,0.00,1.00,0.00,0.00
Popeyes 6 Piece Jalapenos,6.00,0.00,6.00,0.00,0.20
Popeyes Regular Macaroni & Cheese,26.00,7.00,1.00,8.00,5.30
Popeyes Large Macaroni & Cheese,78.00,21.00,3.00,24.00,15.90
Popeyes Regular Mashed Potatoes,18.00,4.00,1.00,3.00,3.20
Popeyes Large Mashed Potatoes,54.00,12.00,3.00,9.00,9.60
Popeyes 6 Piece Onion Rings,25.00,19.00,2.00,3.00,7.70
Popeyes 12 Piece Onion Rings,50.00,38.00,5.00,6.00,15.40
Popeyes 18 Piece Onion Rings,74.00,56.00,7.00,9.00,22.70
Popeyes Regular Red Beans & Rice,23.00,14.00,5.00,7.00,6.40
Popeyes Large Red Beans & Rice,69.00,42.00,15.00,21.00,19.10
Panda Express 8 Treasure Chicken,11.00,12.00,2.00,20.00,6.00
Panda Express Asian Chicken,14.00,13.00,3.00,41.00,8.40
Panda Express Black Pepper Chicken,15.00,19.00,1.00,13.00,7.60
Panda Express Firecracker Chicken Breast,12.00,9.00,3.00,24.00,5.60
Panda Express Grilled Asian Chicken,8.00,13.00,0.00,36.00,7.50
Panda Express Grilled Teriyaki Chicken,8.00,13.00,0.00,36.00,7.50
Panda Express Honey Sesame Chicken Breast,40.00,22.00,2.00,16.00,11.30
Panda Express Kung Pao Chicken,14.00,19.00,2.00,16.00,7.70
Panda Express Mushroom Chicken,11.00,14.00,1.00,12.00,5.80
Panda Express Orange Chicken,44.00,18.00,0.00,13.00,10.60
Panda Express Potato Chicken,18.00,9.00,2.00,8.00,4.90
Panda Express String Bean Chicken Breast,13.00,9.00,4.00,14.00,4.70
Panda Express Sweet & Sour Chicken Breast,40.00,12.00,1.00,10.00,8.30
Panda Express SweetFire Chicken Breast,47.00,15.00,1.00,13.00,10.10
Panda Express Teriyaki Chicken,14.00,13.00,3.00,41.00,8.40
Panda Express Chicken Egg Roll,16.00,12.00,2.00,8.00,5.40
Panda Express Chicken Potsticker,23.00,11.00,1.00,7.00,5.90
Panda Express Cream Cheese Rangoon,24.00,8.00,2.00,5.00,5.00
Panda Express Hot & Sour Soup Cup,14.00,5.00,1.00,7.00,3.40
Panda Express Hot & Sour Soup Bowl,20.00,6.00,1.00,10.00,4.60
Panda Express Veggie Spring Roll,22.00,7.00,4.00,4.00,4.20
Panda Express Beijing Beef,46.00,26.00,1.00,13.00,12.80
Panda Express Broccoli Beef,13.00,7.00,2.00,9.00,3.90
Panda Express Peking Pork,35.00,20.00,2.00,20.00,10.70
Panda Express Shanghai Angus Steak with Asparagus,16.00,19.00,1.00,22.00,8.60
Panda Express Shanghai Angus Steak with String Beans,17.00,19.00,1.00,22.00,8.70
Panda Express Wok-Seared Steak & Shrimp,20.00,7.00,1.00,19.00,5.70
Panda Express Kids 8 Treasure Chicken,8.00,9.00,2.00,15.00,4.40
Panda Express Kids Asian Chicken,8.00,8.00,2.00,25.00,5.10
Panda Express Kids Beijing Beef,44.00,26.00,3.00,16.00,12.70
Panda Express Kids Black Pepper Chicken,11.00,14.00,0.00,10.00,5.70
Panda Express Kids Broccoli Beef,9.00,7.00,2.00,7.00,3.30
Panda Express Kids Brown Steamed Rice,64.00,3.00,3.00,7.00,8.20
Panda Express Kids Chow Mein,36.00,12.00,2.00,7.00,7.50
Panda Express Kids Crispy Shrimp,17.00,8.00,1.00,6.00,4.40
Panda Express Kids Eggplant Tofu,17.00,18.00,2.00,5.00,6.80
Panda Express Kids Firecracker Chicken Breast,45.00,7.00,2.00,18.00,8.20
Panda Express Kids Fried Rice,55.00,11.00,0.00,8.00,9.60
Panda Express Kids Golden Treasure Shrimp,20.00,10.00,1.00,8.00,5.40
Panda Express Kids Grilled Asian Chicken,5.00,8.00,0.00,22.00,4.60
Panda Express Kids Grilled Teriyaki Chicken,5.00,8.00,0.00,22.00,4.60
Panda Express Kids Honey Walnut Shrimp,14.00,13.00,1.00,7.00,5.40
Panda Express Kids Kung Pao Chicken,10.00,14.00,2.00,11.00,5.50
Panda Express Kids Mixed Veggies (Entree),6.00,0.00,2.00,2.00,0.70
Panda Express Kids Mixed Veggies (Side),12.00,0.00,4.00,3.00,1.30
Panda Express Kids Mushroom Chicken,8.00,11.00,0.00,10.00,4.60
Panda Express Kids Orange Chicken,32.00,13.00,0.00,10.00,7.80
Panda Express Kids Peking Pork,26.00,15.00,1.00,15.00,8.00
Panda Express Kids Potato Chicken,15.00,11.00,1.00,6.00,4.90
Panda Express Kids Shanghai Angus Steak,12.00,14.00,0.00,17.00,6.50
Panda Express Kids String Bean Chicken Breast,9.00,10.00,1.00,11.00,4.50
Panda Express Kids Sweet & Sour Chicken Breast,35.00,10.00,1.00,9.00,7.20
Panda Express Kids SweetFire Chicken Breast,35.00,12.00,1.00,10.00,7.80
Panda Express Kids Teriyaki Chicken,8.00,8.00,2.00,25.00,5.10
Panda Express Kids White Steamed Rice,54.00,0.00,0.00,5.00,6.40
Panda Express Kids Wok-Seared Steak & Shrimp,15.00,6.00,1.00,14.00,4.40
Panda Express Chili Sauce,2.00,0.00,0.00,0.00,0.20
